price,engine_volume,engine_power,engine_type,Коробка,Кузов,Привод,Пробег,Руль,Состояние,Таможня,Цвет,год выпуска
850 000,3.5,257,Бензин,автоматическая,внедорожник 5 дв.,полный,147 700,Левый,Не требует ремонта,Растаможен,синий,2008
299 000,1.3,86,Бензин,вариатор,хэтчбек 5 дв.,передний,172 000,Правый,Не требует ремонта,Растаможен,красный,2001
460 000,2.0,155,Бензин,автоматическая,седан,передний,173 000,Левый,Не требует ремонта,Растаможен,чёрный,2007
1 987 000,2.0,150,Бензин,вариатор,внедорожник 5 дв.,полный,129 000,Левый,Не требует ремонта,Растаможен,серебристый,2017
1 390 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,170 811,Левый,Не требует ремонта,Растаможен,чёрный,2014
140 000,1.5,115,Бензин,механическая,хэтчбек 3 дв.,передний,340 000,Левый,Не требует ремонта,Растаможен,красный,1996
1 040 400,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,105 056,Левый,Не требует ремонта,Растаможен,коричневый,2011
380 000,1.6,105,Бензин,вариатор,внедорожник 5 дв.,полный,277 100,Правый,Не требует ремонта,Растаможен,серый,2000
449 000,2.0,128,Бензин,автоматическая,внедорожник 5 дв.,полный,186 000,Правый,Не требует ремонта,Растаможен,белый,1998
94 000,1.4,90,Бензин,механическая,хэтчбек 5 дв.,передний,349 000,Левый,Не требует ремонта,Растаможен,чёрный,1997
180 000,1.6,105,Бензин,автоматическая,универсал 5 дв.,полный,340 000,Правый,Не требует ремонта,Растаможен,серый,2001
230 000,2.2,160,Бензин,автоматическая,купе,передний,237 000,Правый,Не требует ремонта,Растаможен,синий,1992
459 000,1.8,140,Бензин,автоматическая,седан,передний,325 645,Левый,Не требует ремонта,Растаможен,серый,2007
2 100 000,1.5,192,Бензин,вариатор,седан,передний,36 000,Левый,Не требует ремонта,Растаможен,серый,2018
737 000,2.4,201,Бензин,автоматическая,седан,передний,144 166,Левый,Не требует ремонта,Растаможен,красный,2008
1 239 000,2.4,180,Бензин,автоматическая,седан,передний,175 000,Левый,Не требует ремонта,Растаможен,белый,2013
375 000,2.0,147,Бензин,автоматическая,внедорожник 5 дв.,полный,368 751,Левый,Не требует ремонта,Растаможен,чёрный,2000
385 000,1.9,140,Бензин,автоматическая,седан,передний,326 000,Правый,Не требует ремонта,Растаможен,серый,2002
290 000,2.0,125,Бензин,автоматическая,минивэн,полный,271 962,Правый,Не требует ремонта,Растаможен,серый,1997
200 000,1.5,90,Бензин,автоматическая,седан,передний,255 000,Левый,Не требует ремонта,Растаможен,красный,1997
1 449 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,113 652,Левый,Не требует ремонта,Растаможен,коричневый,2013
220 000,2.5,200,Бензин,автоматическая,седан,передний,200 000,Правый,Не требует ремонта,Растаможен,золотистый,2000
750 000,1.5,112,Гибрид,вариатор,хэтчбек 3 дв.,передний,160 000,Правый,Не требует ремонта,Растаможен,белый,2013
465 000,2.4,190,Бензин,автоматическая,седан,передний,289 000,Левый,Не требует ремонта,Растаможен,чёрный,2005
1 010 000,1.5,131,Гибрид,роботизированная,хэтчбек 5 дв.,передний,148 000,Правый,Не требует ремонта,Растаможен,чёрный,2015
550 000,3.0,250,Бензин,автоматическая,седан,передний,289 100,Правый,Не требует ремонта,Растаможен,чёрный,2003
290 000,2.3,150,Бензин,автоматическая,универсал 5 дв.,передний,245 000,Правый,Не требует ремонта,Растаможен,серый,1999
365 000,2.0,147,Бензин,автоматическая,внедорожник 5 дв.,полный,154 039,Левый,Не требует ремонта,Растаможен,зелёный,2000
645 000,1.8,140,Бензин,автоматическая,седан,передний,141 420,Левый,Не требует ремонта,Растаможен,коричневый,2010
435 000,1.8,140,Бензин,механическая,хэтчбек 5 дв.,передний,209 000,Левый,Не требует ремонта,Растаможен,чёрный,2007
165 000,1.3,91,Бензин,автоматическая,универсал 5 дв.,передний,250 000,Правый,Не требует ремонта,Растаможен,белый,1996
1 439 000,2.4,190,Бензин,автоматическая,внедорожник 5 дв.,полный,170 000,Левый,Не требует ремонта,Растаможен,серый,2014
167 000,1.6,105,Бензин,механическая,внедорожник 3 дв.,передний,200 000,Левый,Не требует ремонта,Растаможен,чёрный,1999
860 000,2.4,166,Бензин,автоматическая,внедорожник 5 дв.,полный,264 083,Левый,Не требует ремонта,Растаможен,серый,2008
343 000,1.3,86,Бензин,вариатор,хэтчбек 5 дв.,передний,178 000,Правый,Не требует ремонта,Растаможен,жёлтый,2004
745 000,1.5,118,Бензин,вариатор,компактвэн,передний,115 000,Правый,Не требует ремонта,Растаможен,белый,2010
1 817 000,2.4,190,Бензин,автоматическая,внедорожник 5 дв.,полный,98 000,Левый,Не требует ремонта,Растаможен,коричневый,2014
390 000,1.8,140,Бензин,роботизированная,хэтчбек 5 дв.,передний,156 786,Левый,Не требует ремонта,Растаможен,голубой,2007
509 897,2.0,155,Бензин,автоматическая,седан,передний,274 447,Левый,Не требует ремонта,Растаможен,серый,2006
465 000,1.8,140,Бензин,роботизированная,хэтчбек 5 дв.,передний,188 000,Левый,Не требует ремонта,Растаможен,красный,2007
330 000,2.0,147,Бензин,автоматическая,внедорожник 5 дв.,полный,237 729,Левый,Не требует ремонта,Растаможен,бежевый,2000
537 000,2.4,190,Бензин,автоматическая,седан,передний,150 000,Левый,Не требует ремонта,Растаможен,серый,2006
365 000,2.0,128,Бензин,автоматическая,внедорожник 5 дв.,полный,218 177,Левый,Не требует ремонта,Растаможен,зелёный,1996
520 000,1.3,100,Бензин,вариатор,хэтчбек 5 дв.,передний,160 000,Правый,Не требует ремонта,Растаможен,серебристый,2010
1 004 000,2.4,166,Бензин,автоматическая,внедорожник 5 дв.,полный,130 000,Левый,Не требует ремонта,Растаможен,серый,2008
445 000,1.8,140,Бензин,роботизированная,хэтчбек 5 дв.,передний,150 000,Левый,Не требует ремонта,Растаможен,красный,2008
375 000,1.3,83,Бензин,вариатор,хэтчбек 5 дв.,передний,135 935,Левый,Не требует ремонта,Растаможен,жёлтый,2006
999 000,3.5,275,Бензин,автоматическая,внедорожник 5 дв.,полный,176 000,Левый,Не требует ремонта,Растаможен,серый,2011
378 000,1.3,100,Бензин,вариатор,хэтчбек 5 дв.,передний,147 000,Правый,Не требует ремонта,Растаможен,голубой,2008
1 599 000,2.4,194,Бензин,автоматическая,внедорожник 5 дв.,передний,96 034,Левый,Не требует ремонта,Растаможен,чёрный,2014
497 000,2.4,190,Бензин,автоматическая,универсал 5 дв.,полный,156 000,Правый,Не требует ремонта,Растаможен,серебристый,2003
1 420 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,187 000,Левый,Не требует ремонта,Растаможен,коричневый,2013
575 000,1.8,140,Бензин,механическая,седан,передний,157 000,Левый,Не требует ремонта,Растаможен,серый,2008
790 000,2.4,190,Бензин,автоматическая,купе,передний,114 903,Левый,Не требует ремонта,Растаможен,чёрный,2008
330 000,2.0,155,Бензин,механическая,седан,передний,210 000,Левый,Не требует ремонта,Растаможен,серый,2003
360 000,1.3,86,Бензин,вариатор,хэтчбек 5 дв.,передний,170 517,Правый,Не требует ремонта,Растаможен,белый,2005
1 650 000,2.4,194,Бензин,автоматическая,внедорожник 5 дв.,передний,95 000,Левый,Не требует ремонта,Растаможен,белый,2014
1 349 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,107 000,Левый,Не требует ремонта,Растаможен,коричневый,2013
960 000,0.7,58,Бензин,вариатор,хэтчбек 5 дв.,передний,11 418,Правый,Не требует ремонта,Растаможен,коричневый,2018
295 000,2.4,190,Бензин,автоматическая,универсал 5 дв.,передний,300 000,Левый,Не требует ремонта,Растаможен,серый,2004
1 250 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,164 000,Левый,Не требует ремонта,Растаможен,чёрный,2013
1 150 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,175 000,Левый,Не требует ремонта,Растаможен,коричневый,2012
450 000,1.5,120,Бензин,автоматическая,хэтчбек 5 дв.,передний,161,Правый,Не требует ремонта,Растаможен,чёрный,2009
140 000,2.0,110,Бензин,механическая,седан,передний,285 000,Левый,Не требует ремонта,Растаможен,серый,1991
1 790 000,2.4,190,Бензин,автоматическая,внедорожник 5 дв.,полный,54 070,Левый,Не требует ремонта,Растаможен,серый,2013
1 345 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,136 500,Левый,Не требует ремонта,Растаможен,чёрный,2012
1 148 000,2.4,200,Бензин,автоматическая,седан,передний,164 645,Левый,Не требует ремонта,Растаможен,белый,2012
995 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,137 216,Левый,Не требует ремонта,Растаможен,чёрный,2008
730 000,2.4,201,Бензин,автоматическая,седан,передний,260 000,Левый,Не требует ремонта,Растаможен,чёрный,2008
1 390 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,106 039,Левый,Не требует ремонта,Растаможен,коричневый,2013
1 998 000,2.0,150,Бензин,вариатор,внедорожник 5 дв.,полный,147 699,Левый,Не требует ремонта,Растаможен,серый,2017
1 309 000,2.0,150,Бензин,механическая,внедорожник 5 дв.,полный,123 392,Левый,Не требует ремонта,Растаможен,чёрный,2013
659 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,261 794,Левый,Не требует ремонта,Растаможен,серый,2006
1 199 000,2.4,180,Бензин,автоматическая,седан,передний,214 985,Левый,Не требует ремонта,Растаможен,синий,2013
1 520 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,126 000,Левый,Не требует ремонта,Растаможен,белый,2012
885 000,3.5,257,Бензин,автоматическая,внедорожник 5 дв.,полный,178 000,Левый,Не требует ремонта,Растаможен,серый,2008
1 645 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,60 505,Левый,Не требует ремонта,Растаможен,серый,2013
245 000,1.5,105,Бензин,вариатор,седан,передний,182 795,Правый,Не требует ремонта,Растаможен,серый,2002
95 000,1.4,90,Бензин,автоматическая,хэтчбек 3 дв.,передний,223 000,Левый,Не требует ремонта,Растаможен,чёрный,2000
260 000,1.3,86,Бензин,вариатор,хэтчбек 5 дв.,передний,200 000,Правый,Не требует ремонта,Растаможен,розовый,2002
328 000,2.0,147,Бензин,автоматическая,внедорожник 5 дв.,полный,274 000,Левый,Не требует ремонта,Растаможен,чёрный,1999
778 000,1.5,110,Гибрид,роботизированная,хэтчбек 5 дв.,передний,77 000,Правый,Не требует ремонта,Растаможен,красный,2014
470 000,1.8,140,Бензин,роботизированная,хэтчбек 5 дв.,передний,128 475,Левый,Не требует ремонта,Растаможен,бежевый,2008
925 000,2.4,200,Бензин,механическая,седан,передний,183 773,Левый,Не требует ремонта,Растаможен,чёрный,2010
1 988 000,2.0,150,Бензин,вариатор,внедорожник 5 дв.,полный,73 000,Левый,Не требует ремонта,Растаможен,чёрный,2018
890 000,2.4,180,Бензин,автоматическая,седан,передний,250 000,Левый,Не требует ремонта,Растаможен,серый,2013
220 000,2.2,185,Бензин,автоматическая,купе,передний,180 000,Левый,Не требует ремонта,Растаможен,зелёный,1999
475 000,1.3,83,Бензин,вариатор,хэтчбек 5 дв.,передний,89 000,Левый,Не требует ремонта,Растаможен,красный,2008
329 000,1.5,115,Бензин,автоматическая,седан,полный,255 000,Правый,Не требует ремонта,Растаможен,серый,2001
1 698 000,2.4,190,Бензин,автоматическая,внедорожник 5 дв.,полный,107 654,Левый,Не требует ремонта,Растаможен,коричневый,2014
465 000,1.8,140,Бензин,роботизированная,хэтчбек 5 дв.,передний,124 000,Левый,Не требует ремонта,Растаможен,синий,2008
535 000,1.8,140,Бензин,механическая,седан,передний,160 000,Левый,Не требует ремонта,Растаможен,синий,2010
2 120 000,2.0,150,Бензин,вариатор,внедорожник 5 дв.,полный,89 151,Левый,Не требует ремонта,Растаможен,белый,2017
1 550 000,3.5,250,Бензин,автоматическая,пикап двойная кабина,полный,108 000,Левый,Не требует ремонта,Растаможен,серый,2013
1 100 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,187 000,Левый,Не требует ремонта,Растаможен,коричневый,2011
235 000,1.9,140,Бензин,автоматическая,седан,передний,199 000,Правый,Не требует ремонта,Растаможен,серый,2000
779 000,1.5,110,Гибрид,роботизированная,хэтчбек 5 дв.,передний,109 000,Правый,Не требует ремонта,Растаможен,белый,2014
220 000,1.3,86,Бензин,вариатор,хэтчбек 5 дв.,передний,200 000,Правый,Не требует ремонта,Растаможен,розовый,2001
600 000,0.7,58,Бензин,вариатор,хэтчбек 5 дв.,передний,57 000,Правый,Не требует ремонта,Растаможен,белый,2016
825 000,2.0,150,Бензин,механическая,внедорожник 5 дв.,полный,185 000,Левый,Не требует ремонта,Растаможен,серебристый,2008
1 300 000,3.5,257,Бензин,автоматическая,внедорожник 5 дв.,полный,175 000,Левый,Не требует ремонта,Растаможен,бежевый,2008
130 000,2.2,160,Бензин,механическая,купе,передний,280 000,Правый,Не требует ремонта,Растаможен,красный,1992
1 400 000,1.5,132,Гибрид,роботизированная,внедорожник 5 дв.,полный,95 000,Правый,Не требует ремонта,Растаможен,белый,2014
1 000 000,2.4,200,Бензин,автоматическая,седан,передний,58 000,Левый,Не требует ремонта,Растаможен,серый,2010
810 000,2.0,156,Бензин,автоматическая,седан,передний,125 300,Левый,Не требует ремонта,Растаможен,чёрный,2011
310 000,1.7,130,Бензин,автоматическая,седан,передний,190 000,Правый,Не требует ремонта,Растаможен,белый,2002
1 150 000,3.5,257,Бензин,автоматическая,внедорожник 5 дв.,полный,121 000,Левый,Не требует ремонта,Растаможен,синий,2008
150 000,1.5,105,Бензин,автоматическая,универсал 5 дв.,передний,250 000,Правый,Не требует ремонта,Растаможен,белый,1997
680 000,1.8,140,Бензин,механическая,хэтчбек 5 дв.,передний,115 600,Левый,Не требует ремонта,Растаможен,серый,2011
359 000,2.3,150,Бензин,автоматическая,универсал 5 дв.,передний,248 712,Правый,Не требует ремонта,Растаможен,красный,2002
1 496 000,2.4,190,Бензин,автоматическая,внедорожник 5 дв.,полный,138 388,Левый,Не требует ремонта,Растаможен,коричневый,2013
1 349 000,2.4,166,Бензин,автоматическая,внедорожник 5 дв.,полный,140 000,Левый,Не требует ремонта,Растаможен,белый,2012
255 000,2.0,128,Бензин,автоматическая,внедорожник 5 дв.,полный,332 657,Левый,Не требует ремонта,Растаможен,синий,1997
313 000,1.7,130,Бензин,автоматическая,компактвэн,передний,245 000,Правый,Не требует ремонта,Растаможен,серый,2001
255 000,1.5,90,Бензин,вариатор,компактвэн,передний,100 000,Правый,Не требует ремонта,Растаможен,белый,2001
2 640 000,2.4,186,Бензин,вариатор,внедорожник 5 дв.,полный,44 000,Левый,Не требует ремонта,Растаможен,чёрный,2018
472 665,1.5,110,Бензин,автоматическая,хэтчбек 5 дв.,передний,77 865,Левый,Не требует ремонта,Растаможен,синий,2008
1 279 990,2.4,194,Бензин,автоматическая,внедорожник 5 дв.,передний,136 000,Левый,Не требует ремонта,Растаможен,белый,2014
130 000,1.5,105,Бензин,автоматическая,универсал 5 дв.,передний,260 000,Правый,Не требует ремонта,Растаможен,белый,1996
285 000,1.5,105,Бензин,автоматическая,седан,передний,220 000,Правый,Не требует ремонта,Растаможен,серебристый,2003
899 000,2.4,166,Бензин,автоматическая,внедорожник 5 дв.,полный,150 025,Левый,Не требует ремонта,Растаможен,красный,2008
545 000,2.4,162,Бензин,автоматическая,внедорожник 5 дв.,полный,165 000,Левый,Не требует ремонта,Растаможен,чёрный,2002
1 260 000,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,100 000,Левый,Не требует ремонта,Растаможен,коричневый,2012
797 000,2.4,201,Бензин,автоматическая,седан,передний,178 000,Левый,Не требует ремонта,Растаможен,белый,2008
1 547 000,2.4,190,Бензин,автоматическая,внедорожник 5 дв.,полный,185 438,Левый,Не требует ремонта,Растаможен,коричневый,2014
920 000,1.3,100,Бензин,вариатор,хэтчбек 5 дв.,передний,35 000,Правый,Не требует ремонта,Растаможен,синий,2018
519 999,1.8,140,Бензин,автоматическая,седан,передний,214 685,Левый,Не требует ремонта,Растаможен,серебристый,2008
2 255 000,2.4,186,Бензин,вариатор,внедорожник 5 дв.,полный,111 847,Левый,Не требует ремонта,Растаможен,чёрный,2017
698 000,2.4,201,Бензин,автоматическая,седан,передний,188 587,Левый,Не требует ремонта,Растаможен,красный,2008
445 000,2.0,155,Бензин,механическая,седан,передний,302 390,Левый,Не требует ремонта,Растаможен,серый,2005
165 000,2.2,150,Бензин,автоматическая,седан,передний,356 999,Левый,Не требует ремонта,Растаможен,серый,1997
1 447 900,2.0,150,Бензин,автоматическая,внедорожник 5 дв.,полный,133 028,Левый,Не требует ремонта,Растаможен,чёрный,2013
420 000,1.8,140,Бензин,автоматическая,седан,передний,135 000,Левый,Не требует ремонта,Растаможен,серебристый,2007
445 000,1.8,140,Бензин,автоматическая,седан,передний,131 899,Левый,Не требует ремонта,Растаможен,красный,2007
1 160 000,1.5,110,Гибрид,роботизированная,универсал 5 дв.,передний,27 000,Правый,Не требует ремонта,Растаможен,чёрный,2016
848 000,1.8,140,Бензин,автоматическая,седан,передний,55 489,Левый,Не требует ремонта,Растаможен,красный,2011
